"Ensembl ID" "HGNC ID" "DCM Female" "DCM Male" "Donor Female" "Donor Male"
"ENSG00000004975" 1856 648.068387636245 632.199118569476 528.644860431312 544.389684924955
"ENSG00000005007" 5976 999.827464865289 941.758286554061 850.291630859667 940.478995876806
"ENSG00000005020" 8935 381.493168274241 405.227083977126 509.732478042253 499.926366222312
"ENSG00000005022" 292 20477.8122861601 18410.1751187322 18179.1523922592 16163.0662552387
"ENSG00000005059" 55013 442.965065432182 447.637921261413 448.505526231889 460.287217128345
"ENSG00000005075" 5439 10167.038200565 9544.46675515148 8564.84381243497 9837.75015431103
"ENSG00000005100" 56919 499.995622045437 534.564361145068 637.507907597848 591.694386015225
"ENSG00000005102" 4222 3007.96588552522 2737.85461688017 1763.90448009179 1847.43624519649
"ENSG00000005108" 221981 72.1332536881595 75.2173363291595 76.5200629433008 74.8430421391571
"ENSG00000005156" 3980 375.279853437733 376.689548822735 371.494558126546 339.389540978628
"ENSG00000005175" 79657 1445.8928602992 1435.96739414205 1651.80030951968 1558.83837096083
"ENSG00000005187" 6296 308.924831781987 386.062342457987 583.178918936571 672.872467556382
"ENSG00000005189" 81691 296.866977749725 309.459701778502 305.451449776472 345.161393798908
"ENSG00000005194" 57019 3022.4756666661 2918.62133850052 3447.90068742276 3481.37981600146
"ENSG00000005206" 56928 577.628677298226 560.867396708709 454.993099206365 533.1156919445
"ENSG00000005238" 80256 912.796598016039 1015.93445051705 1021.9880250243 1152.72705226327
"ENSG00000005243" 51226 4844.66286066637 4777.26149721953 3211.77883921848 3266.36018768573
"ENSG00000005249" 5577 2853.7483352831 2588.70699784953 2519.67243674429 2299.45327861111
"ENSG00000005302" 10943 684.169888264895 682.683897794278 813.579765087975 798.960465946308
"ENSG00000005339" 1387 556.846283347744 559.308786043273 606.620420563384 566.487173524062
"ENSG00000005379" 9256 387.526247094214 366.861927921978 281.239627414356 292.144762631683
"ENSG00000005381" 4353 24.0229968185519 34.5661686271569 19.9722688427712 19.1149380346583
"ENSG00000005421" 5444 9.61138088605496 10.4580674448608 11.2783778725806 10.9008000791745
"ENSG00000005436" 6936 742.76890943644 746.311103237598 840.938312355167 775.863407463716
"ENSG00000005448" 84058 263.562849449355 251.596795623216 199.496046171525 206.168538423041
"ENSG00000005469" 54677 540.109322301218 563.809454861003 619.854206954859 597.11225741253
"ENSG00000005471" 5244 274.40404169323 282.006376181966 229.029259647714 203.429801237741
"ENSG00000005483" 55904 1006.46928347396 1086.38938794097 1213.3387158035 1092.81910041333
"ENSG00000005486" 57414 2510.2215579036 2500.87221772924 1917.07487006505 2077.39147799339
"ENSG00000005513" 30812 207.568558485204 181.407971685826 79.1811663907954 80.3818770813994
"ENSG00000005700" 25998 2026.55794224669 2042.80003207619 2333.26890795584 2169.22723096491
"ENSG00000005801" 7748 628.444852572818 628.480080375009 743.419693580631 696.698012580784
"ENSG00000005810" 23077 771.500153079062 808.87150018808 974.101823784968 839.422440887456
"ENSG00000005812" 26224 2639.56211478896 2610.41697431411 3364.2667141614 3043.40542828889
"ENSG00000005844" 3683 173.993655147549 161.369390675359 52.1990823830325 51.0774344234043
"ENSG00000005882" 5164 4841.03077325151 4606.12778327064 4263.46199373864 4764.02941198881
"ENSG00000005884" 3675 467.021372783557 472.425219035528 523.729616209724 542.469258205666
"ENSG00000005889" 7543 992.0204582558 640.919544515386 1219.52859795448 720.764493897982
"ENSG00000005893" 3920 2998.5042444538 2935.98499127297 3776.15388314699 3673.36862856806
"ENSG00000005961" 3674 22.3321892525627 21.7183494996505 21.5045686023953 23.7663109379078
"ENSG00000005981" 51666 193.291437191802 206.810290521583 256.008126078184 272.742242197921
"ENSG00000006007" 51573 5828.90858290999 5967.6440435584 6963.5847680598 7184.73788700852
"ENSG00000006015" 55049 1306.80315829341 1283.54130502216 693.898073518846 959.752832788444
"ENSG00000006016" 9244 884.918656926095 827.472951760489 1089.23502431787 1193.50054818013
"ENSG00000006025" 114881 292.801842211599 309.613462796412 197.135610900141 210.344259160761
"ENSG00000006042" 26022 835.69449871624 709.843162248546 547.216515335563 461.519103325691
"ENSG00000006047" 51087 50.4698762829283 43.0349291844965 32.4619326452149 35.5505041780125
"ENSG00000006062" 9020 788.945661744636 776.786507847488 738.317594927379 817.22866551836
"ENSG00000006071" 6833 134.069771830869 137.534507252672 136.01037815674 143.437324422459
"ENSG00000006118" 54972 167.642718622462 162.022397207478 143.412840363743 190.752524759546
"ENSG00000006125" 163 4561.17390635062 4660.62305964186 4646.07005409542 4490.38496687768
"ENSG00000006128" 6863 38.3499045173902 47.6739109835602 64.897473472105 51.4653312187624
"ENSG00000006194" 10127 577.98984534002 572.896412279203 535.648479679365 536.139655753814
"ENSG00000006210" 6376 2267.39400550884 1956.14132523128 822.990469430241 897.206506163763
"ENSG00000006282" 64847 2998.54924232042 2892.72733586235 2030.84827379019 2239.41257464389
"ENSG00000006283" 8913 12.3239762021628 14.649048805159 5.74658920116262 6.48244390491624
"ENSG00000006327" 51330 6991.58671322278 6490.74972175265 4685.84798354359 4522.93108322201
"ENSG00000006432" 4293 40.3133444671963 45.2029558951021 61.8272159425682 64.2604435304087
"ENSG00000006451" 5898 2392.80665581174 2336.59767459264 2552.30241597411 2544.21462059675
"ENSG00000006453" 55971 262.933197758049 289.285845500309 284.605205828966 316.633213561245
"ENSG00000006459" 80853 585.013296172053 628.445458137671 830.198299969682 767.855218469974
"ENSG00000006468" 2115 1495.93013227796 1693.86723424009 1500.2956616028 1425.14971610598
"ENSG00000006530" 55750 1283.7958121271 1206.27865701108 1425.95698822094 1322.61894707696
"ENSG00000006534" 221 169.172251948278 174.27336947792 156.557950993745 164.145247367977
"ENSG00000006555" 55001 5.72240861226118 6.30014197494324 9.56696023486767 9.69919903174935
"ENSG00000006576" 57157 956.058906741912 931.719950129977 1403.89220333794 1423.9754368051
"ENSG00000006606" 10344 90.3314768305186 78.5197708144831 95.0538246351744 90.8721522172214
"ENSG00000006607" 9855 258.1036499409 250.377580700774 269.997144782441 256.366511389184
"ENSG00000006625" 79017 2617.47839087693 2378.31251847425 3163.54627321636 3124.30466067886
"ENSG00000006634" 10926 149.520809405447 150.815404960856 184.112998149828 169.372650347447
"ENSG00000006638" 6915 232.843161299646 196.657620423889 143.845897708908 162.902911313207
"ENSG00000006652" 3475 1862.81654009016 1826.07345149299 2199.51151150671 1945.45267891618
"ENSG00000006695" 1352 3346.01439068038 3348.61099931409 3298.42652328093 3289.68777452738
"ENSG00000006704" 9569 370.994588621788 366.189417167005 590.883129625413 558.725146652848
"ENSG00000006712" 54623 3919.30378356799 3906.65020244372 3200.95900881867 3318.30413144083
"ENSG00000006715" 27072 1380.18008443286 1448.35458470692 1346.07040506754 1308.32283874472
"ENSG00000006740" 9912 192.939173218676 200.991215128487 215.871592542854 221.549460862973
"ENSG00000006744" 60528 2278.56085173059 2333.66700111747 2330.64295057457 2428.74092031992
"ENSG00000006747" 85477 19.560642643242 20.6706415867574 10.2431937253011 6.82910882203469
"ENSG00000006756" 414 582.126465606414 527.177623150099 540.363665831884 415.99506349983
"ENSG00000006757" 8228 2726.97812131566 1998.53898737883 2233.18449094684 1867.1745473387
"ENSG00000006831" 79602 2854.42010314755 2778.26217112177 3575.27016562066 3257.16011989179
"ENSG00000006837" 51265 70.4472422836146 78.9388502412418 59.6889875725795 61.6127993998825
"ENSG00000007047" 57787 495.888902965801 487.232593574489 482.434221371541 485.612892593341
"ENSG00000007062" 8842 576.859113741771 431.454001574572 173.208558842022 182.27647646033
"ENSG00000007080" 115098 4036.11077217808 4027.57644043162 2735.06475016306 3872.18656794702
"ENSG00000007129" 90273 81.8765767427713 75.7184928599948 60.5148988239087 63.0709313744128
"ENSG00000007168" 5048 5357.32513929793 5542.71929453358 6399.66378680141 6140.19552766196
"ENSG00000007171" 4843 21.7800421121324 24.1311528718515 14.0483200805548 15.917563591797
"ENSG00000007202" 9703 2053.88775923069 2127.28423619547 2695.74239980178 2636.90288335396
"ENSG00000007237" 8522 1857.50588088395 1989.53604958385 1961.20919863213 2023.18283523568
"ENSG00000007255" 79090 1955.53517422568 1833.81048576851 1262.08820022931 1547.11426626289
"ENSG00000007264" 4145 49.0777184714004 38.534132064627 18.235699126422 18.1125672008823
"ENSG00000007312" 974 711.159340611562 649.860351537003 505.694214124501 677.113456994262
"ENSG00000007314" 6329 61.9866104149205 61.9506516102602 68.756011002713 73.4455108298648
"ENSG00000007341" 54879 386.103368906475 397.677236721327 422.466715323211 412.616001120541
"ENSG00000007350" 8277 797.671598848348 640.868212955636 806.230356439999 727.609804695172
"ENSG00000007376" 113000 419.276124869327 392.696676055205 362.199957392601 442.270854345067
"ENSG00000007384" 64285 1230.770692675 1320.21975650924 1055.63902891145 1150.93793636234
"ENSG00000007392" 55692 1734.86842739553 1783.46122082532 1492.86615767856 1477.74045049864
"ENSG00000007402" 9254 132.745938968846 140.372332212995 94.0646134471595 87.83756279362
"ENSG00000007516" 8938 157.159210424047 147.235600626071 82.2185151069312 106.782042148373
"ENSG00000007520" 115939 6612.07081943465 6181.68163419566 4656.66832336021 5811.71654716533
"ENSG00000007541" 9091 510.185359024147 488.228193358894 346.886904126681 422.229731627312
"ENSG00000007545" 57585 340.158963762151 350.738695360049 342.274235569919 320.005189142368
"ENSG00000007866" 7005 2703.05440178208 2603.46141106043 2512.79624621102 2484.22777257399
"ENSG00000007908" 6401 514.258785711773 472.539678697459 541.005286506301 311.577005206694
"ENSG00000007923" 55735 2422.97866252962 2489.49671971455 2478.84891032299 2666.63198200068
"ENSG00000007933" 2328 263.968150145505 365.140952908132 330.61725869349 374.594517300454
"ENSG00000007944" 29116 1676.62126260354 1797.88196901914 1485.41635610901 1376.5293327125
"ENSG00000007968" 1870 8.78589186833078 7.64166138002406 16.508289800288 17.1607246901221
"ENSG00000008018" 5689 14823.3026607808 14089.9047570345 13732.3138867552 14070.3430407944
"ENSG00000008056" 6853 646.84537734301 602.536024179015 663.94526879699 655.450262325515
"ENSG00000008083" 3720 495.372601272349 495.963544570106 666.962267875278 587.495352289943
"ENSG00000008086" 6792 103.439845300134 112.235874606265 248.427636982746 184.875325082264
"ENSG00000008128" 728642 33.2524260316807 35.502067584884 35.1069345372656 38.8313399067481
"ENSG00000008130" 65220 850.046775453586 814.232162260047 1001.40472672086 1022.03652946992
"ENSG00000008226" 9940 45.3627817136349 44.8367085346916 23.2557807886126 42.0655021552456
"ENSG00000008256" 9265 1887.53498892594 1842.08591720458 1713.2736750525 1728.13368134391
"ENSG00000008277" 53616 119.046947084785 117.620755863113 70.503818181432 60.8093305727967
"ENSG00000008282" 6856 9293.49684928528 9130.32877124692 11055.4052775403 10932.5181315593
"ENSG00000008283" 1534 472.307591936398 505.796886374443 385.697186637152 499.127568218957
"ENSG00000008294" 9043 1662.50432065119 1698.01547836672 2064.34274385062 1908.48877154751
"ENSG00000008300" 1951 12.2552031687218 13.242621008946 11.4667732736112 11.8805474599256
"ENSG00000008311" 10157 1189.20726359763 1200.4219527225 3006.19248586867 2401.01189196639
"ENSG00000008324" 51188 2054.07071636543 2006.05622487162 2160.03701003152 2210.39101075117
"ENSG00000008382" 84954 1483.32889177139 1468.74623955031 1154.85074197186 1356.69174110597
"ENSG00000008394" 4257 1097.92041942087 758.82845540419 2255.58714229261 1918.3840099761
"ENSG00000008405" 1407 951.145586089632 882.216237969641 1349.69566382697 1141.31127357722
"ENSG00000008441" 4784 1405.49758557625 1330.04762724933 1238.8607168248 1229.15526939234
"ENSG00000008513" 6482 3787.3297402849 4051.84784286622 6822.95882401925 6122.68704119423
"ENSG00000008516" 64386 137.890903287595 149.392937401233 89.7620683013948 134.96542550404
"ENSG00000008517" 9235 2296.99476243083 1958.90279975813 1159.51188312589 1389.34742221369
"ENSG00000008710" 5310 871.946636481777 880.374651108495 658.730574158944 768.365000779134
"ENSG00000008735" 23542 16.5967025033285 16.4785536600817 12.7323190395227 14.3298832213925
"ENSG00000008838" 9862 1477.37572814982 1446.28630104106 1390.96790275794 1442.60077249487
"ENSG00000008853" 23221 1342.2420978296 1325.12650905722 1417.66580571384 1348.13104638456
"ENSG00000008869" 54497 945.652824697134 979.565862013711 1288.71521225468 1221.95362076626
"ENSG00000008952" 7095 2754.23772603056 2891.61998791508 3199.70613603268 3086.75771980801
"ENSG00000008988" 6224 29012.666190571 27022.9759264126 25520.8340875515 25825.7493891187
"ENSG00000009307" 7812 32944.7691791605 34311.8614812962 37696.3975203272 36984.6096103493
"ENSG00000009335" 9690 1538.45990321246 1602.67920683131 2018.13730973917 1963.67780874411
"ENSG00000009413" 5980 573.383401639243 598.626974733748 703.563740221418 624.563107005346
"ENSG00000009694" 10178 34.5892449834244 41.8825831509597 36.2551781089247 32.4776691920878
"ENSG00000009780" 199870 828.088625247094 808.090849523595 797.104907504498 758.564169367642
"ENSG00000009790" 80342 101.182880330817 95.8995828693802 38.690442034363 40.7968571354864
"ENSG00000009830" 29954 340.564272235338 350.922443308962 361.774276009533 364.047142453222
"ENSG00000009844" 51534 1404.6635987194 1390.13445728689 1608.58286993278 1565.41024180033
"ENSG00000009950" 51085 319.243365935117 131.168274806835 290.831242723216 249.915742287954
"ENSG00000009954" 9031 1884.69981130337 1961.90634688211 2188.38197461847 2060.87468805877
"ENSG00000010017" 10048 2533.7219574322 2654.88708759528 3003.51857005658 2953.46582510668
"ENSG00000010030" 51513 37.7488322970024 31.3760474896241 16.6802883596772 14.713880605968
"ENSG00000010072" 83932 318.438856307402 320.790407175876 438.971580037065 427.439013003818
"ENSG00000010165" 51603 1261.91233858028 1242.84998413769 1379.12662498679 1369.25046673957
"ENSG00000010219" 8798 610.832413319452 596.658068384547 526.871444481349 538.294677376825
"ENSG00000010244" 7756 1195.44117588789 1230.66258450957 1438.75699859348 1423.93453747886
"ENSG00000010256" 7384 41777.6979761151 39168.1459106585 36207.9546284572 39500.3393045215
"ENSG00000010270" 83930 1464.62368730015 1483.2312290761 1627.47107032456 1568.47381792658
"ENSG00000010278" 928 4985.05118858845 4960.7071176964 5326.0086544166 5285.65156582462
"ENSG00000010282" 57467 28319.034841037 26470.5441243919 21141.7127054367 21355.5380883733
"ENSG00000010292" 9918 560.862293900982 591.560096943795 618.546552863568 619.433287117682
"ENSG00000010295" 25900 1048.5229163327 1079.20834980902 804.632391553966 878.641377176736
"ENSG00000010310" 2696 203.847053005434 284.934933023789 225.060098448536 259.16667625411
"ENSG00000010318" 51533 340.693542878304 359.251910001306 400.299693119626 385.328006940734
"ENSG00000010319" 56920 1310.73208948235 1158.91790872134 1267.683780358 1268.41926861485
"ENSG00000010322" 11188 1660.20293215746 1650.13396376934 1428.64319501796 1502.77891763509
"ENSG00000010327" 23166 1529.45738375851 1503.13920394718 1816.68069690844 2142.61603563132
"ENSG00000010361" 80199 787.330463603037 789.721828975997 651.541943345144 800.229349373997
"ENSG00000010379" 6540 210.083540827768 216.775255760641 168.452035836354 165.826381858826
"ENSG00000010404" 3423 2350.82199422639 2585.63641433074 2562.50983661894 2482.83495230444
"ENSG00000010539" 7752 253.477028078586 250.315246383595 256.912549944912 248.49893627597
"ENSG00000010610" 920 860.241102292824 806.951805907911 650.326997132817 656.697531059619
"ENSG00000010626" 10233 922.005683117159 978.578651222489 766.072471083177 858.428031147962
"ENSG00000010671" 695 212.997640529596 195.87634393924 223.228110949115 222.571679439655
"ENSG00000010704" 3077 265.665731261404 278.955502352361 302.367147595461 275.647274185079
"ENSG00000010803" 22955 2350.19659139614 2405.98091849921 2480.07078462535 2449.40908521156
"ENSG00000010810" 2534 1291.77431173441 1262.37144611019 1021.23862551237 1019.51483897279
"ENSG00000010818" 3097 685.957144346972 742.638632391162 788.384338220531 768.815690274004
"ENSG00000010932" 2326 79.6825496986859 93.9399673315241 38.3796851818523 36.2688438475692
"ENSG00000011007" 6924 1747.18438657842 1750.69532626391 2016.20385338819 1978.71356092064
"ENSG00000011009" 11313 2512.11475479278 2380.30391346182 2161.75982582976 2514.29397931663
"ENSG00000011021" 1185 861.689583785295 896.560446013371 913.972002433899 840.918530198978
"ENSG00000011028" 9902 2022.59390907756 1921.24223964894 784.351927275508 891.027659410025
"ENSG00000011105" 10867 9895.44431407943 9953.23575985809 5283.96689289373 5672.94127058787
"ENSG00000011114" 55727 471.103301817682 503.971243105369 580.164530766216 525.651079322895
"ENSG00000011132" 9546 255.611218315021 243.559951699914 211.855705148371 248.451770082765
"ENSG00000011143" 54903 568.672553554837 576.105311986626 433.757270400073 428.699632935214
"ENSG00000011198" 51099 1048.61417669556 1043.23006812874 1764.82243667459 1658.30560682292
"ENSG00000011201" 3730 470.018146799205 454.246811782159 292.132467584507 263.788065820488
"ENSG00000011243" 26993 1897.88219532526 1936.44893366645 1911.79544275544 2025.65006358239
"ENSG00000011258" 54799 583.524846443472 611.318184518414 617.368684069002 557.313048383576
"ENSG00000011260" 51096 1031.00674554476 1012.75614042506 1114.55230228881 1109.07081425782
"ENSG00000011275" 54476 1047.74531028128 1016.09121080184 1092.4335109439 1026.84464114054
"ENSG00000011295" 54902 1762.31506231103 1715.00185058828 2042.490560556 1987.8405941027
"ENSG00000011304" 5725 1352.44672689808 1252.2304874218 1433.36284584985 1540.24882034513
"ENSG00000011332" 8193 8.61127117695024 9.68434338363453 10.1755997594234 15.5495949294838
"ENSG00000011347" 9066 600.326548480657 574.525320780222 668.319431280235 779.505510830059
"ENSG00000011376" 23395 1042.27017617584 1018.28524848837 980.140432957173 981.140620956589
"ENSG00000011405" 5286 1131.76420734767 1193.94468334596 2031.47543200975 1781.86611508951
"ENSG00000011422" 5329 309.123943029048 288.996803935381 300.681553706666 319.72924786023
"ENSG00000011426" 54443 79.8146095482358 65.7177902057292 102.921692561681 111.107983773551
"ENSG00000011451" 58525 541.902103133249 526.549922094609 544.804067301167 629.696027763977
"ENSG00000011454" 23637 1901.14501808493 1980.67363536725 1985.97126636279 1891.63709896924
"ENSG00000011465" 1634 28065.31126084 30346.6758299618 28650.8551705621 29516.2526881362
"ENSG00000011478" 54814 257.741025826734 245.087101731597 294.398236034423 289.537164401088
"ENSG00000011485" 5536 1753.32844903417 1645.57567230453 1705.91530183686 1778.83863787256
"ENSG00000011523" 23177 1051.0548767309 1081.75094138563 1106.75591002738 1012.22016583357
"ENSG00000011566" 8491 2176.4523729332 2237.28867912403 2617.68263742686 2421.70277646986
"ENSG00000011600" 7305 4923.64644696434 4095.54436887158 3409.09815009562 4007.33084460289
"ENSG00000011638" 57146 6444.39862930677 6662.67421448684 6881.8113736432 6726.55600078355
"ENSG00000012048" 672 260.800368910711 272.454087163015 251.581880242619 239.811541330636
"ENSG00000012061" 2067 3104.35157445746 3183.44802632167 2884.77800003997 3506.17999716714
"ENSG00000012124" 933 21.8902719094018 23.9178518738807 10.2058578559334 13.0554874494026
"ENSG00000012171" 7869 773.156436936643 730.682611184629 457.334678816289 585.099242972666
"ENSG00000012174" 51360 469.274949074115 465.847876567541 599.861705511464 558.627393378409
"ENSG00000012211" 4007 379.089757097175 385.748907376985 420.717196974002 472.682569540617
"ENSG00000012223" 4057 317.052237847391 286.269526081683 252.125899263619 265.814999905127
"ENSG00000012232" 2137 1144.17198244054 1138.38777824814 1131.85247808512 1144.53005159255
"ENSG00000012660" 60481 2418.40376878337 2321.78077150431 3374.76775231433 3134.08137119851
"ENSG00000012779" 240 313.771013305422 304.914901811751 565.535445348428 611.868750164799
"ENSG00000012817" 8284 15.1442630455399 1315.63942229544 20.6206312575463 1295.16900153972
"ENSG00000012822" 57658 5330.06990012454 5501.82651284006 6217.01652322483 6123.59249764669
"ENSG00000012963" 55148 2236.00614327978 2190.79462370768 2667.80576359703 2455.43118732149
"ENSG00000012983" 11183 798.094186634815 798.3894539333 901.255479293476 819.586871568867
"ENSG00000013016" 30845 1710.47348752839 1874.58099687129 1377.74194891307 1434.0977693292
"ENSG00000013275" 5704 5230.06577531555 5275.78434370823 4706.2965078045 5001.05687502453
"ENSG00000013288" 23324 768.339037048864 791.337189963853 662.400276956421 680.434417470477
"ENSG00000013297" 5010 186.498653326689 174.768560363949 196.398219084861 186.865746443492
"ENSG00000013306" 51629 2914.03874747284 2689.75012048032 2545.45770937693 2847.36435675788
"ENSG00000013364" 9961 1584.98432885125 1545.29131951263 1443.99994360649 1691.2868530474
"ENSG00000013374" 51667 2321.00607555114 2308.07428502357 2324.90310857578 2295.54477490906
"ENSG00000013375" 5238 745.918595742741 740.881405480793 813.218656434158 788.060516511052
"ENSG00000013392" 112611 506.301163575442 503.672332178866 498.946732052878 501.267000146691
"ENSG00000013441" 1195 5983.37837552128 6480.87838819428 6747.58692119504 6530.38880847629
"ENSG00000013503" 55703 613.77028961772 619.802918360233 686.563056951873 658.072766111759
"ENSG00000013523" 23357 843.420168412778 894.605406620918 883.477871021339 903.005837692628
"ENSG00000013561" 9604 3982.86809327046 4231.45476226801 5245.86468974672 5390.59162999422
"ENSG00000013563" 1774 2264.60205329974 2210.61281610456 2411.22592799096 2585.57255886274
"ENSG00000013573" 1663 205.47256268741 203.846506216038 223.279052196935 220.499348276859
"ENSG00000013583" 50865 2553.85772500995 2340.56469357991 2364.03692753367 2577.35391982849
"ENSG00000013588" 9052 43.3930470502895 52.6329496143446 78.2121359566908 75.76074406977
"ENSG00000013619" 10046 179.838272867428 173.44108210524 149.754942296788 147.542322326319
"ENSG00000013725" 923 57.4140197347885 52.6097605573005 17.145542912284 16.2078559152946
"ENSG00000013810" 10460 254.458784854022 253.143788965899 243.300274029449 308.563034953461
"ENSG00000014123" 23376 2383.28208541999 2450.41954281199 2802.11253831379 2497.46504423168
"ENSG00000014138" 23649 266.50130953591 257.850376225372 370.617987314171 382.961103601922
"ENSG00000014164" 23144 351.709545574235 332.090052503291 265.142063991928 314.429339802944
"ENSG00000014216" 823 1259.559416873 1242.62475272486 1281.51951493544 1378.77862557255
"ENSG00000014257" 55 16.0317812418837 16.5693345097901 25.0584723510653 29.8755333794599
"ENSG00000014641" 4190 50200.9864248875 48556.1056971411 48569.1197286901 48430.9894561004
"ENSG00000014824" 10463 3590.37030114509 3665.55552430835 4200.57789034605 3907.51535492983
"ENSG00000014914" 10903 362.479068452044 405.050001336556 273.364626874686 260.182838257187
